From	To
O95219	SNX4
O95236	APOL3
O95243	MBD4
O95248	SBF1
O95251	KAT7
O95260	ATE1
O95273	CCNDBP1
O95278	EPM2A
O95292	VAPB
O95295	SNAPIN
O95298	NDUFC2
O95336	PGLS
O95340	PAPSS2
O95347	SMC2
O95352	ATG7
O95361	TRIM16
O95363	FARS2
O95365	ZBTB7A
O95372	LYPLA2
O95373	IPO7
O95376	ARIH2
O95379	TNFAIP8
O95382	MAP3K6
O95391	SLU7
O95394	PGM3
O95396	MOCS3
O95400	CD2BP2
O95402	MED26
O95425	SVIL
O95429	BAG4
O95433	AHSA1
O95453	PARN
O95456	PSMG1
O95466	FMNL1
O95470	SGPL1
O95478	NSA2
O95486	SEC24A
O95487	SEC24B
O95497	VNN1
O95498	VNN2
O95544	NADK
O95551	TDP2
O95563	MPC2
O95571	ETHE1
O95573	ACSL3
O95602	POLR1A
O95613	PCNT
O95619	YEATS4
O95625	ZBTB11
O95628	CNOT4
O95630	STAMBP
O95639	CPSF4
O95644	NFATC1
O95670	ATP6V1G2
O95671	ASMTL
O95674	CDS2
O95685	PPP1R3D
O95696	BRD1
O95707	POP4
O95714	HERC2
O95716	RAB3D
O95721	SNAP29
O95747	OXSR1
O95749	GGPS1
O95757	HSPA4L
O95758	PTBP3
O95777	LSM8
O95782	AP2A1
O95786	RIGI
O95789	ZMYM6
O95793	STAU1
O95801	TTC4
O95807	TMEM50A
O95816	BAG2
O95819	MAP4K4
O95822	MLYCD
O95825	CRYZL1
O95831	AIFM1
O95834	EML2
O95837	GNA14
O95848	NUDT14
O95857	TSPAN13
O95861	BPNT1
O95864	FADS2
O95865	DDAH2
O95873	C6orf47
O95881	TXNDC12
O95905	ECD
O95926	SYF2
O95976	IGSF6
O95977	S1PR4
O95983	MBD3
O95985	TOP3B
O95989	NUDT3
O95994	AGR2
O95999	BCL10
O96000	NDUFB10
O96005	CLPTM1
O96006	ZBED1
O96008	TOMM40
O96011	PEX11B
O96013	PAK4
O96019	ACTL6A
O96028	NSD2
P00156	MT-CYB
P00167	CYB5A
P00338	LDHA
P00352	ALDH1A1
P00367	GLUD1
P00374	DHFR
P00387	CYB5R3
P00390	GSR
P00395	MT-CO1
P00403	MT-CO2
P00414	MT-CO3
P00441	SOD1
P00450	CP
P00488	F13A1
P00491	PNP
P00492	HPRT1
P00505	GOT2
P00519	ABL1
P00558	PGK1
P00734	F2
P00738	HP
P00742	F10
P00747	PLG
P00813	ADA
P00846	MT-ATP6
P00918	CA2
P00973	OAS1
P01008	SERPINC1
P01009	SERPINA1
P01011	SERPINA3
P01019	AGT
P01023	A2M
P01024	C3
P01031	C5
P01034	CST3
P01040	CSTA
P01042	KNG1
P01100	FOS
P01111	NRAS
P01112	HRAS
P01116	KRAS
P01137	TGFB1
P01591	JCHAIN
P01619	IGKV3-20
P01624	IGKV3-15
P01730	CD4
P01834	IGKC
P01859	IGHG2
P01860	IGHG3
P01876	IGHA1
P01891	HLA-A
P01912	HLA-DRB1
P02042	HBD
P02533	KRT14
P02538	KRT6A
P02545	LMNA
P02647	APOA1
P02649	APOE
P02671	FGA
P02675	FGB
P02679	FGG
P02730	SLC4A1
P02741	CRP
P02743	APCS
P02745	C1QA
P02747	C1QC
P02748	C9
P02749	APOH
P02751	FN1
P02763	ORM1
P02765	AHSG
P02766	TTR
P02775	PPBP
P02776	PF4
P02786	TFRC
P02787	TF
P02790	HPX
P02792	FTL
P02794	FTH1
P03886	MT-ND1
P03897	MT-ND3
P03905	MT-ND4
P03915	MT-ND5
P03923	MT-ND6
P03928	MT-ATP8
P04003	C4BPA
P04004	VTN
P04040	CAT
P04049	RAF1
P04062	GBA1
P04066	FUCA1
P04075	ALDOA
P04080	CSTB
P04083	ANXA1
P04114	APOB
P04150	NR3C1
P04179	SOD2
P04181	OAT
P04196	HRG
P04217	A1BG
P04222	HLA-C
P04233	CD74
P04259	KRT6B
P04271	S100B
P04350	TUBB4A
P04406	GAPDH
P04424	ASL
P04632	CAPNS1
P04732	MT1E
P04792	HSPB1
P04839	CYBB
P04843	RPN1
P04844	RPN2
P04899	GNAI2
P04920	SLC4A2
P05023	ATP1A1
P05026	ATP1B1
P05067	APP
P05089	ARG1
P05091	ALDH2
P05106	ITGB3
P05107	ITGB2
P05109	S100A8
P05114	HMGN1
P05120	SERPINB2
P05141	SLC25A5
P05155	SERPING1
P05161	ISG15
P05162	LGALS2
P05164	MPO
P05165	PCCA
P05198	EIF2S1
P05204	HMGN2
P05362	ICAM1
P05386	RPLP1
P05387	RPLP2
P05388	RPLP0
P05423	POLR3D
P05455	SSB
P05534	HLA-A
P05543	SERPINA7
P05556	ITGB1
P05771	PRKCB
P05783	KRT18
P06132	UROD
P06213	INSR
P06239	LCK
P06241	FYN
P06280	GLA
P06312	IGKV4-1
P06340	HLA-DOA
P06400	RB1
P06493	CDK1
P06576	ATP5F1B
P06702	S100A9
P06703	S100A6
P06729	CD2
P06730	EIF4E
P06733	ENO1
P06737	PYGL
P06744	GPI
P06746	POLB
P06748	NPM1
P06753	TPM3
P06899	H2BC11
P07099	EPHX1
P07108	DBI
P07195	LDHB
P07199	CENPB
P07205	PGK2
P07225	PROS1
P07237	P4HB
P07305	H1-0
P07311	ACYP1
P07320	CRYGD
P07332	FES
P07333	CSF1R
P07355	ANXA2
P07360	C8G
P07384	CAPN1
P07437	TUBB
P07602	PSAP
P07686	HEXB
P07711	CTSL
P07737	PFN1
P07741	APRT
P07814	EPRS1
P07858	CTSB
P07900	HSP90AA1
P07902	GALT
P07919	UQCRH
P07948	LYN
P07951	TPM2
P07954	FH
P07992	ERCC1
P07996	THBS1
P08047	SP1
P08133	ANXA6
P08183	ABCB1
P08236	GUSB
P08237	PFKM
P08238	HSP90AB1
P08240	SRPRA
P08246	ELANE
P08311	CTSG
P08397	HMBS
P08514	ITGA2B
P08559	PDHA1
P08567	PLEK
P08571	CD14
P08574	CYC1
P08575	PTPRC
P08579	SNRPB2
P08582	MELTF
P08603	CFH
P08621	SNRNP70
P08648	ITGA5
P08670	VIM
P08697	SERPINF2
P08708	RPS17
P08727	KRT19
P08729	KRT7
P08754	GNAI3
P08758	ANXA5
P08779	KRT16
P08842	STS
P09012	SNRPA
P09104	ENO2
P09110	ACAA1
P09132	SRP19
P09211	GSTP1
P09234	SNRPC
P09382	LGALS1
P09417	QDPR
P09429	HMGB1
P09467	FBP1
P09486	SPARC
P09488	GSTM1
P09496	CLTA
P09497	CLTB
P09525	ANXA4
P09543	CNP
P09564	CD7
P09601	HMOX1
P09622	DLD
P09661	SNRPA1
P09669	COX6C
P09769	FGR
P09871	C1S
P09874	PARP1
P09914	IFIT1
P09917	ALOX5
P09936	UCHL1
P09958	FURIN
P09960	LTA4H
P09972	ALDOC
P0C024	NUDT7
P0C0L4	C4A
P0C0L5	C4B
P0C0L5	C4B_2
P0C1Z6	TFPT
P0C2W1	FBXO45
P0C7P0	CISD3
P0C7T5	ATXN1L
P0C870	JMJD7
P0CAP2	POLR2M
P0CG12	DERPC
P0CG13	CHTF8
P0CG38	POTEI
P0CG39	POTEJ
P0CJ78	ZNF865
P0DJ93	SMIM13
P0DMQ5	INAFM2
P0DPB5	POLR1D
P0DPB6	POLR1D
P0DPD7	EEF1AKMT4
P10109	FDX1
P10114	RAP2A
P10124	SRGN
P10153	RNASE2
P10155	RO60
P10253	GAA
P10301	RRAS
P10398	ARAF
P10412	H1-4
P10515	DLAT
P10599	TXN
P10606	COX5B
P10620	MGST1
P10643	C7
P10644	PRKAR1A
P10721	KIT
P10746	Mgu
P10768	ESD
P10809	HSPD1
P10909	CLU
P11021	HSPA5
P11049	CD37
P11117	ACP2
P11142	HSPA8
P11166	SLC2A1
P11169	SLC2A3
P11171	EPB41
P11172	UMPS
P11177	PDHB
P11182	DBT
P11215	ITGAM
P11216	PYGB
P11217	PYGM
P11233	RALA
P11234	RALB
P11274	BCR
P11277	SPTB
P11279	LAMP1
P11308	ERG
P11387	TOP1
P11388	TOP2A
P11413	G6PD
P11441	UBL4A
P11474	ESRRA
P11498	PC
P11586	MTHFD1
P11678	EPX
P11717	IGF2R
P11766	ADH5
P11802	CDK4
P11908	PRPS2
P11940	PABPC1
P12004	PCNA
P12074	COX6A1
P12081	HARS1
P12235	SLC25A4
P12236	SLC25A6
P12268	IMPDH2
P12270	TPR
P12314	FCGR1A
P12318	FCGR2A
P12429	ANXA3
P12724	RNASE3
P12755	SKI
P12814	ACTN1
P12931	SRC
P12955	PEPD
P12956	XRCC6
P12980	LYL1
P13010	XRCC5
P13051	UNG
P13056	NR2C1
P13073	COX4I1
P13196	ALAS1
P13224	GP1BB
P13284	IFI30
P13473	LAMP2
P13489	RNH1
P13498	CYBA
P13611	VCAN
P13612	ITGA4
P13639	EEF2
P13646	KRT13
P13647	KRT5
P13667	PDIA4
P13671	C6
P13674	P4HA1
P13682	ZNF35
P13686	ACP5
P13716	ALAD
P13727	PRG2
P13761	HLA-DRB1
P13765	HLA-DOB
P13796	LCP1
P13797	PLS3
P13804	ETFA
P13807	GYS1
P13861	PRKAR2A
P13929	ENO3
P13984	GTF2F2
P13994	YJU2B
P13995	MTHFD2
P14151	SELL
P14174	MIF
P14209	CD99
P14316	IRF2
P14317	HCLS1
P14324	FDPS
P14373	TRIM27
P14384	CPM
P14543	NID1
P14550	AKR1A1
P14598	NCF1
P14618	PKM
P14621	ACYP2
P14625	HSP90B1
P14649	MYL6B
P14735	IDE
P14770	GP9
P14780	MMP9
P14854	COX6B1
P14859	POU2F1
P14866	HNRNPL
P14868	DARS1
P14923	JUP
P14927	UQCRB
P15056	BRAF
P15104	GLUL
P15121	AKR1B1
P15144	ANPEP
P15170	GSPT1
P15260	IFNGR1
P15291	B4GALT1
P15309	ACP3
P15311	EZR
P15336	ATF2
P15374	UCHL3
P15408	FOSL2
P15428	HPGD
P15498	VAV1
P15509	CSF2RA
P15529	CD46
P15531	NME1
P15586	GNS
P15813	CD1D
P15848	ARSB
P15880	RPS2
P15907	ST6GAL1
P15923	TCF3
P15924	DSP
P15927	RPA2
P15954	COX7C
P16035	TIMP2
P16050	ALOX15
P16070	CD44
P16083	NQO2
P16104	H2AX
P16150	SPN
P16152	CBR1
P16219	ACADS
P16220	CREB1
P16260	SLC25A16
P16278	GLB1
P16284	PECAM1
P16298	PPP3CB
P16333	NCK1
P16383	GCFC2
P16401	H1-5
P16402	H1-3
P16403	H1-2
P16435	POR
P16452	EPB42
P16455	MGMT
P16591	FER
P16615	ATP2A2
P16885	PLCG2
P16930	FAH
P16949	STMN1
P16989	YBX3
P17010	ZFX
P17026	ZNF22
P17028	ZNF24
P17029	ZKSCAN1
P17050	NAGA
P17066	HSPA6
P17081	RHOQ
P17096	HMGA1
P17098	ZNF8
P17152	TMEM11
P17174	GOT1
P17181	IFNAR1
P17213	BPI
P17252	PRKCA
P17275	JUNB
P17301	ITGA2
P17302	GJA1
P17405	SMPD1
P17480	UBTF
P17535	JUND
P17568	NDUFB7
P17612	PRKACA
P17655	CAPN2
P17676	CEBPB
P17706	PTPN2
P17812	CTPS1
P17813	ENG
P17844	DDX5
P17858	PFKL
P17900	GM2A
P17927	CR1
P17931	LGALS3
P17947	SPI1
P17980	PSMC3
P17987	TCP1
P18031	PTPN1
P18065	IGFBP2
P18074	ERCC2
P18077	RPL35A
P18085	ARF4
P18124	RPL7
P18206	VCL
P18433	PTPRA
P18440	NAT1
P18463	HLA-B
P18465	HLA-B
P18510	IL1RN
P18583	SON
P18615	NELFE
P18669	PGAM1
P18754	RCC1
P18846	ATF1
P18858	LIG1
P18859	ATP5PF
P18887	XRCC1
P19256	CD58
P19338	NCL
P19367	HK1
P19387	POLR2C
P19388	POLR2E
P19397	CD53
P19404	NDUFV2
P19447	ERCC3
P19474	TRIM21
P19525	EIF2AK2
P19532	TFE3
P19623	SRM
P19634	SLC9A1
P19652	ORM2
P19784	CSNK2A2
P19793	RXRA
P19838	NFKB1
P19876	CXCL3
P19878	NCF2
P19971	TYMP
P20020	ATP2B1
P20039	HLA-DRB1
P20042	EIF2S2
P20061	TCN1
P20073	ANXA7
P20138	CD33
P20160	AZU1
P20290	BTF3
P20292	ALOX5AP
P20338	RAB4A
P20339	RAB5A
P20340	RAB6A
P20585	MSH3
P20591	MX1
P20592	MX2
P20618	PSMB1
P20645	M6PR
P20674	COX5A
P20700	LMNB1
P20701	ITGAL
P20702	ITGAX
P20742	PZP
P20749	BCL3
P20839	IMPDH1
P20851	C4BPB
P20930	FLG
P20933	AGA
P21127	CDK11B
P21266	GSTM3
P21281	ATP6V1B2
P21283	ATP6V1C1
P21291	CSRP1
P21333	FLNA
P21359	NF1
P21399	ACO1
P21462	FPR1
P21675	TAF1
P21730	C5AR1
P21757	MSR1
P21796	VDAC1
P21912	SDHB
P21953	BCKDHB
P21964	COMT
P21980	TGM2
P22033	MMUT
P22059	OSBP
P22083	FUT4
P22087	FBL
P22102	GART
P22234	PAICS
P22304	IDS
P22307	SCP2
P22314	UBA1
P22570	FDXR
P22626	HNRNPA2B1
P22670	RFX1
P22681	CBL
P22694	PRKACB
P22695	UQCRC2
P22732	SLC2A5
P22735	TGM1
P22830	FECH
P22894	MMP8
P22897	MRC1
P23025	XPA
P23141	CES1
P23142	FBLN1
P23219	PTGS1
P23229	ITGA6
P23246	SFPQ
P23258	TUBG1
P23284	PPIB
P23297	S100A1
P23381	WARS1
P23396	RPS3
P23434	GCSH
P23443	RPS6KB1
P23458	JAK1
P23469	PTPRE
P23490	LORICRIN
P23497	SP100
P23526	AHCY
P23528	CFL1
P23610	F8A1
P23610	F8A2
P23610	F8A3
P23634	ATP2B4
P23743	DGKA
P23786	CPT2
P23919	DTYMK
P23921	RRM1
P24071	FCAR
P24158	PRTN3
P24311	COX7B
P24386	CHM
P24390	KDELR1
P24534	EEF1B2
P24539	ATP5PB
P24666	ACP1
P24723	PRKCH
P24752	ACAT1
P24928	POLR2A
P24941	CDK2
P25024	CXCR1
P25025	CXCR2
P25054	APC
P25090	FPR2
P25098	GRK2
P25105	PTAFR
P25205	MCM3
P25208	NFYB
P25325	MPST
P25398	RPS12
P25445	FAS
P25490	YY1
P25685	DNAJB1
P25686	DNAJB2
P25705	ATP5F1A
P25774	CTSS
P25786	PSMA1
P25788	PSMA3
P25789	PSMA4
P25815	S100P
P25963	NFKBIA
P26010	ITGB7
P26022	PTX3
P26038	MSN
P26196	DDX6
P26358	DNMT1
P26368	U2AF2
P26373	RPL13
P26374	CHML
P26447	S100A4
P26572	MGAT1
P26583	HMGB2
P26599	PTBP1
P26639	TARS1
P26640	VARS1
P26641	EEF1G
P26885	FKBP2
P26951	IL3RA
P27105	STOM
P27144	AK4
P27216	ANXA13
P27348	YWHAQ
P27361	MAPK3
P27448	MARK3
P27449	ATP6V0C
P27540	ARNT
P27635	RPL10
P27694	RPA1
P27695	APEX1
P27701	CD82
P27707	DCK
P27797	CALR
P27816	MAP4
P27824	CANX
P27918	CFP
P27986	PIK3R1
P27987	ITPKB
P28039	AOAH
P28062	PSMB8
P28065	PSMB9
P28066	PSMA5
P28068	HLA-DMB
P28070	PSMB4
P28072	PSMB6
P28074	PSMB5
P28161	GSTM2
P28288	ABCD3
P28289	TMOD1
P28290	ITPRID2
P28328	PEX2
P28331	NDUFS1
P28482	MAPK1
P28562	DUSP1
P28702	RXRB
P28715	ERCC5
P28799	GRN
P28838	LAP3
P28906	CD34
P28907	CD38
P28908	TNFRSF8
P29083	GTF2E1
P29084	GTF2E2
P29144	TPP2
P29218	IMPA1
P29323	EPHB2
P29350	PTPN6
P29353	SHC1
P29372	MPG
P29374	ARID4A
P29375	KDM5A
P29401	TKT
P29466	CASP1
P29508	SERPINB3
P29590	PML
P29597	TYK2
P29762	CRABP1
P29966	MARCKS
P29992	GNA11
P30038	ALDH4A1
P30039	PBLD
P30040	ERP29
P30041	PRDX6
P30043	BLVRB
P30044	PRDX5
P30046	DDT
P30047	GCHFR
P30048	PRDX3
P30049	ATP5F1D
P30050	RPL12
P30084	ECHS1
P30085	CMPK1
P30086	PEBP1
P30101	PDIA3
P30153	PPP2R1A
P30154	PPP2R1B
P30260	CDC27
P30273	FCER1G
P30281	CCND3
P30405	PPIF
P30414	NKTR
P30419	NMT1
P30455	HLA-A
P30457	HLA-A
P30486	HLA-B
P30487	HLA-B
P30501	HLA-C
P30510	HLA-C
P30511	HLA-F
P30519	HMOX2
P30520	ADSS2
P30533	LRPAP1
P30536	TSPO
P30613	PKLR
P30622	CLIP1
P30679	GNA15
P30740	SERPINB1
P30825	SLC7A1
P30837	ALDH1B1
P31025	LCN1
P31040	SDHA
P31146	CORO1A
P31150	GDI1
P31153	MAT2A
P31323	PRKAR2B
P31327	CPS1
P31350	RRM2
P31512	FMO4
P31689	DNAJA1
P31749	AKT1
P31751	AKT2
P31785	IL2RG
P31930	UQCRC1
P31937	HIBADH
P31939	ATIC
P31941	APOBEC3A
P31942	HNRNPH3
P31944	CASP14
P31946	YWHAB
P31948	STIP1
P31949	S100A11
P31994	FCGR2B
P31997	CEACAM8
P32019	INPP5B
P32119	PRDX2
P32121	ARRB2
P32189	GK
P32246	CCR1
P32249	GPR183
P32320	CDA
P32321	DCTD
P32322	PYCR1
P32418	SLC8A1
P32455	GBP1
P32456	GBP2
P32519	ELF1
P32780	GTF2H1
P32856	STX2
P32927	CSF2RB
P32942	ICAM3
P32969	RPL9
P32969	RPL9P7
P32969	RPL9P8
P32969	RPL9P9
P33121	ACSL1
P33176	KIF5B
P33240	CSTF2
P33241	LSP1
P33316	DUT
P33527	ABCC1
P33778	H2BC3
P33897	ABCD1
P33908	MAN1A1
P33947	KDELR2
P33991	MCM4
P33992	MCM5
P33993	MCM7
P34059	GALNS
P34096	RNASE4
P34810	CD68
P34896	SHMT1
P34897	SHMT2
P34910	EVI2B
P34931	HSPA1L
P34932	HSPA4
P34949	MPI
P35030	PRSS3
P35221	CTNNA1
P35232	PHB1
P35240	NF2
P35241	RDX
P35244	RPA3
P35249	RFC4
P35250	RFC2
P35251	RFC1
P35268	RPL22
P35269	GTF2F1
P35270	SPR
P35475	IDUA
P35573	AGL
P35579	MYH9
P35580	MYH10
P35606	COPB2
P35610	SOAT1
P35611	ADD1
P35613	BSG
P35625	TIMP3
P35626	GRK3
P35658	NUP214
P35659	DEK
P35749	MYH11
P35754	GLRX
P35789	ZNF93
P35813	PPM1A
P35914	HMGCL
P35998	PSMC2
P36269	GGT5
P36404	ARL2
P36405	ARL3
P36507	MAP2K2
P36542	ATP5F1C
P36543	ATP6V1E1
P36551	CPOX
P36578	RPL4
P36639	NUDT1
P36871	PGM1
P36873	PPP1CC
P36888	FLT3
P36897	TGFBR1
P36915	GNL1
P36941	LTBR
P36954	POLR2I
P36957	DLST
P36959	GMPR
P37108	SRP14
P37198	NUP62
P37235	HPCAL1
P37268	FDFT1
P37802	TAGLN2
P37837	TALDO1
P38117	ETFB
P38159	RBMX
P38432	COIL
P38570	ITGAE
P38606	ATP6V1A
P38646	HSPA9
P38919	EIF4A3
P38935	IGHMBP2
P39019	RPS19
P39023	RPL3
P39210	MPV17
P39687	ANP32A
P39748	FEN1
P39880	CUX1
P40121	CAPG
P40189	IL6ST
P40222	TXLNA
P40227	CCT6A
P40306	PSMB10
P40337	VHL
P40425	PBX2
P40429	RPL13A
P40616	ARL1
P40692	MLH1
P40763	STAT3
P40818	USP8
P40855	PEX19
P40925	MDH1
P40926	MDH2
P40937	RFC5
P40938	RFC3
P40939	HADHA
P41091	EIF2S3
P41162	ETV3
P41182	BCL6
P41208	CETN2
P41212	ETV6
P41214	EIF2D
P41218	MNDA
P41223	BUD31
P41226	UBA7
P41227	NAA10
P41229	KDM5C
P41236	PPP1R2
P41240	CSK
P41247	PNPLA4
P41250	GARS1
P41252	IARS1
P41279	MAP3K8
P41440	SLC19A1
P41597	CCR2
P41743	PRKCI
P42025	ACTR1B
P42126	ECI1
P42166	TMPO
P42167	TMPO
P42224	STAT1
P42285	MTREX
P42331	ARHGAP25
P42336	PIK3CA
P42338	PIK3CB
P42345	MTOR
P42356	PI4KA
P42357	HAL
P42566	EPS15
P42574	CASP3
P42575	CASP2
P42677	RPS27
P42680	TEC
P42684	ABL2
P42694	HELZ
P42695	NCAPD3
P42696	RBM34
P42704	LRPPRC
P42765	ACAA2
P42766	RPL35
P42768	WAS
P42771	CDKN2A
P42773	CDKN2C
P42785	PRCP
P42858	HTT
P42898	MTHFR
P43007	SLC1A4
P43034	PAFAH1B1
P43155	CRAT
P43234	CTSO
P43246	MSH2
P43250	GRK6
P43251	BTD
P43304	GPD2
P43307	SSR1
P43353	ALDH3B1
P43378	PTPN9
P43403	ZAP70
P43405	SYK
P43490	NAMPT
P43652	AFM
P43686	PSMC4
P43897	TSFM
P45880	VDAC2
P45954	ACADSB
P45973	CBX5
P45974	USP5
P45983	MAPK8
P45984	MAPK9
P45985	MAP2K4
P46013	MKI67
P46019	PHKA2
P46060	RANGAP1
P46063	RECQL
P46087	NOP2
P46100	ATRX
P46108	CRK
P46109	CRKL
P46199	MTIF2
P46459	NSF
P46527	CDKN1B
P46531	NOTCH1
P46734	MAP2K3
P46736	BRCC3
P46776	RPL27A
P46777	RPL5
P46778	RPL21
P46779	RPL28
P46782	RPS5
P46783	RPS10
P46926	GNPDA1
P46934	NEDD4
P46939	UTRN
P46940	IQGAP1
P46952	HAAO
P46976	GYG1
P46977	STT3A
P47224	RABIF
P47712	PLA2G4A
P47755	CAPZA2
P47756	CAPZB
P47813	EIF1AX
P47895	ALDH1A3
P47897	QARS1
P47914	RPL29
P47929	LGALS7
P47929	LGALS7B
P47974	ZFP36L2
P47985	UQCRFS1
P48047	ATP5PO
P48059	LIMS1
P48060	GLIPR1
P48147	PREP
P48163	ME1
P48378	RFX2
P48382	RFX5
P48426	PIP4K2A
P48444	ARCN1
P48449	LSS
P48454	PPP3CC
P48506	GCLC
P48507	GCLM
P48553	TRAPPC10
P48595	SERPINB10
P48634	PRRC2A
P48637	GSS
P48643	CCT5
P48651	PTDSS1
P48723	HSPA13
P48728	AMT
P48729	CSNK1A1
P48730	CSNK1D
P48735	IDH2
P48736	PIK3CG
P48739	PITPNB
P48740	MASP1
P48960	ADGRE5
P49005	POLD2
P49006	MARCKSL1
P49069	CAMLG
P49116	NR2C2
P49137	MAPKAPK2
P49184	DNASE1L1
P49189	ALDH9A1
P49207	RPL34
P49238	CX3CR1
P49247	RPIA
P49257	LMAN1
P49279	SLC11A1
P49281	SLC11A2
P49321	NASP
P49326	FMO5
P49327	FASN
P49354	FNTA
P49366	DHPS
P49368	CCT3
P49406	MRPL19
P49407	ARRB1
P49411	TUFM
P49427	CDC34
P49441	INPP1
P49458	SRP9
P49588	AARS1
P49589	CARS1
P49590	HARS2
P49591	SARS1
P49593	PPM1F
P49619	DGKG
P49641	MAN2A2
P49642	PRIM1
P49643	PRIM2
P49662	CASP4
P49711	CTCF
P49715	CEBPA
P49716	CEBPD
P49720	PSMB3
P49721	PSMB2
P49736	MCM2
P49748	ACADVL
P49750	YLPM1
P49754	VPS41
P49755	TMED10
P49756	RBM25
P49757	NUMB
P49759	CLK1
P49761	CLK3
P49768	PSEN1
P49770	EIF2B2
P49773	HINT1
P49789	FHIT
P49790	NUP153
P49792	RANBP2
P49795	RGS19
P49796	RGS3
P49840	GSK3A
P49841	GSK3B
P49863	GZMK
P49902	NT5C2
P49903	SEPHS1
P49914	MTHFS
P49915	GMPS
P49916	LIG3
P49917	LIG4
P49959	MRE11
P49961	ENTPD1
P50135	HNMT
P50148	GNAQ
P50151	GNG10
P50213	IDH3A
P50225	SULT1A1
P50238	CRIP1
P50336	PPOX
P50395	GDI2
P50402	EMD
P50416	CPT1A
P50440	GATM
P50443	SLC26A2
P50452	SERPINB8
P50453	SERPINB9
P50454	SERPINH1
P50502	ST13
P50548	ERF
P50552	VASP
P50570	DNM2
P50579	METAP2
P50583	NUDT2
P50591	TNFSF10
P50613	CDK7
P50748	KNTC1
P50749	RASSF2
P50750	CDK9
P50851	LRBA
P50914	RPL14
P50990	CCT8
P50991	CCT4
P50995	ANXA11
P51003	PAPOLA
P51114	FXR1
P51116	FXR2
P51148	RAB5C
P51149	RAB7A
P51151	RAB9A
P51153	RAB13
P51157	RAB28
P51159	RAB27A
P51178	PLCD1
P51397	DAP
P51398	DAP3
P51452	DUSP3
P51508	ZNF81
P51531	SMARCA2
P51553	IDH3G
P51570	GALK1
P51571	SSR4
P51572	BCAP31
P51575	P2RX1
P51580	TPMT
P51606	RENBP
P51608	MECP2
P51610	HCFC1
P51617	IRAK1
P51648	ALDH3A2
P51649	ALDH5A1
P51659	HSD17B4
P51665	PSMD7
P51688	SGSH
P51689	ARSD
P51692	STAT5B
P51784	USP11
P51787	KCNQ1
P51797	CLCN6
P51798	CLCN7
P51805	PLXNA3
P51809	VAMP7
P51812	RPS6KA3
P51825	AFF1
P51828	ADCY7
P51858	HDGF
P51946	CCNH
P51948	MNAT1
P51957	NEK4
P51965	UBE2E1
P51970	NDUFA8
P51991	HNRNPA3
P52209	PGD
P52272	HNRNPM
P52292	KPNA2
P52294	KPNA1
P52298	NCBP2
P52306	RAP1GDS1
P52333	JAK3
P52564	MAP2K6
P52565	ARHGDIA
P52566	ARHGDIB
P52594	AGFG1
P52597	HNRNPF
P52630	STAT2
P52655	GTF2A1
P52657	GTF2A2
P52701	MSH6
P52735	VAV2
P52739	ZNF131
P52747	ZNF143
P52756	RBM5
P52757	CHN2
P52758	RIDA
P52788	SMS
P52789	HK2
P52790	HK3
P52798	EFNA4
P52815	MRPL12
P52848	NDST1
P52849	NDST2
P52888	THOP1
P52907	CAPZA1
P52948	NUP98
P53004	BLVRA
P53007	SLC25A1
P53041	PPP5C
P53355	DAPK1
P53367	ARFIP1
P53370	NUDT6
P53384	NUBP1
P53396	ACLY
P53567	CEBPG
P53582	METAP1
P53597	SUCLG1
P53602	MVD
P53609	PGGT1B
P53611	RABGGTB
P53618	COPB1
P53621	COPA
P53634	CTSC
P53671	LIMK2
P53675	CLTCL1
P53677	AP3M2
P53701	HCCS
P53778	MAPK12
P53794	SLC5A3
P53801	PTTG1IP
P53803	POLR2K
P53985	SLC16A1
P53990	IST1
P53992	SEC24C
P53999	SUB1
P54098	POLG
P54105	CLNS1A
P54136	RARS1
P54198	HIRA
P54259	ATN1
P54274	TERF1
P54277	PMS1
P54278	PMS2
P54577	YARS1
P54578	USP14
P54619	PRKAG1
P54652	HSPA2
P54687	BCAT1
P54709	ATP1B3
P54725	RAD23A
P54727	RAD23B
P54802	NAGLU
P54803	GALC
P54886	ALDH18A1
P54920	NAPA
P54922	ADPRH
P55008	AIF1
P55010	EIF5
P55011	SLC12A2
P55036	PSMD4
P55039	DRG2
P55060	CSE1L
P55072	VCP
P55081	MFAP1
P55084	HADHB
P55160	NCKAP1L
P55199	ELL
P55201	BRPF1
P55210	CASP7
P55211	CASP9
P55212	CASP6
P55263	ADK
P55265	ADAR
P55327	TPD52
P55345	PRMT2
P55347	PKNOX1
P55735	SEC13
P55769	SNU13
P55773	CCL23
P55789	GFER
P55795	HNRNPH2
P55809	OXCT1
P55884	EIF3B
P55899	FCGRT
P55957	BID
P56134	ATP5MF
P56181	NDUFV3
P56182	RRP1
P56192	MARS1
P56202	CTSW
P56211	ARPP19
P56270	MAZ
P56277	CMC4
P56377	AP1S2
P56378	ATP5MJ
P56381	ATP5F1E
P56385	ATP5ME
P56524	HDAC4
P56537	EIF6
P56545	CTBP2
P56589	PEX3
P56937	HSD17B7
P56962	STX17
P57060	RWDD2B
P57076	CFAP298
P57081	WDR4
P57088	TMEM33
P57682	KLF3
P57729	RAB38
P57740	NUP107
P57768	SNX16
P57772	EEFSEC
P57789	KCNK10
P58004	SESN2
P58005	SESN3
P58215	LOXL3
